category,title,publisher,year,type,link,authors,code,,,
Graph Coloring,Learning to Generate Columns with Application to Vertex Coloring,ICLR,2023,paper,https://openreview.net/forum?id=JHW30A4DXtO,"Yuan Sun, Andreas T Ernst, Xiaodong Li, Jake Weiner",https://github.com/yuansuny/mlcg,,,
Maximal Common Subgraph,Fast Detection of Maximum Common Subgraph via Deep Q-Learning.,Arxiv,2020,paper,https://arxiv.org/abs/2002.03129,"Yunsheng Bai, Derek Xu, Alex Wang, Ken Gu, Xueqing Wu, Agustin Marinovic, Christopher Ro, Yizhou Sun, Wei Wang",,,,
Influence Maximization,Learning Heuristics over Large Graphs via Deep Reinforcement Learning.,NeurIPS,2020,paper,https://arxiv.org/abs/1903.03332,"Akash Mittal, Anuj Dhawan, Sahil Manchanda, Sourav Medya, Sayan Ranu, Ambuj Singh",,,,
Influence Maximization,Controlling Graph Dynamics with Reinforcement Learning and Graph Neural Networks.,ICML,2021,paper,https://arxiv.org/abs/2010.05313,"Eli A. Meirom, Haggai Maron, Shie Mannor, Gal Chechik",,,,
Influence Maximization; Maximal Cut,LeNSE: Learning To Navigate Subgraph Embeddings for Large-Scale Combinatorial Optimisation,ICML,2022,paper,https://proceedings.mlr.press/v162/ireland22a.html,"David Ireland, G. Montana",https://github.com/davidireland3/LeNSE,,,
Influence Maximization,⭐Towards One-shot Neural Combinatorial Solvers: Theoretical and Empirical Notes on the Cardinality-Constrained Case,ICLR,2023,paper,https://openreview.net/forum?id=h21yJhdzbwz,"Runzhong Wang, Li Shen, Yiting Chen, Junchi Yan, Xiaokang Yang, Dacheng Tao",https://github.com/Thinklab-SJTU/One-Shot-Cardinality-NN-Solver,,,
Influence Maximization,Deep Graph Representation Learning and Optimization for Influence Maximization,ICML,2023,paper,https://icml.cc/virtual/2023/poster/24512,"Chen Ling, Junji Jiang, Junxiang Wang, My T. Thai, Lukas Xue, James Song, Meikang Qiu, Liang Zhao",,,,
Maximum Independent Set,Combinatorial Optimization with Graph Convolutional Networks and Guided Tree Search.,NeurIPS,2018,paper,https://arxiv.org/abs/1810.10659,"Zhuwen Li, Qifeng Chen, Vladlen Koltun",,,,
Maximum Independent Set,Distributed Scheduling Using Graph Neural Networks,ICASSP,2021,paper,https://ieeexplore.ieee.org/abstract/document/9414098?casa_token=Q4coRBbINPMAAAAA:0T8L49Kyn9p4CoM20-FqINKCyk_Sm3ye5TemPT8GlG3C3wXXLvn1RGKeHgriiyZIcg_GFB4z1A,"Zhongyuan Zhao, Gunjan Verma, Chirag Rao, Ananthram Swami, Santiago Segarra",,,,
Maximum Independent Set,Solving Graph-based Public Good Games with Tree Search and Imitation Learning,NeurlPS,2021,paper,https://arxiv.org/abs/2106.06762,"Victor-Alexandru Darvariu, Stephen Hailes, Mirco Musolesi",,,,
Maximum Independent Set,NN-Baker: A Neural-network Infused Algorithmic Framework for Optimization Problems on Geometric Intersection Graphs,NeurlPS,2021,paper,https://papers.nips.cc/paper/2021/file/c236337b043acf93c7df397fdb9082b3-Paper.pdf,"Evan McCarty, Qi Zhao, Anastasios Sidiropoulos, Yusu Wang",,,,
Maximum Independent Set,Learning What to Defer for Maximum Independent Sets,ICML,2020,paper,http://proceedings.mlr.press/v119/ahn20a.html,"Sungsoo Ahn, Younggyo Seo, Jinwoo Shin",,,,
Maximum Independent Set,What's Wrong with Deep Learning in Tree Search for Combinatorial Optimization,ICLR,2022,paper,https://openreview.net/forum?id=mk0HzdqY7i1,"Maximilian Bother, Otto Kissig, Martin Taraz, Sarel Cohen, Karen Seidel, Tobias Friedrich",https://github.com/MaxiBoether/mis-benchmark-framework,,,
Maximum Independent Set,Unsupervised Learning for Combinatorial Optimization Needs Meta Learning,ICLR,2023,paper,https://openreview.net/forum?id=-ENYHCE8zBp,"Haoyu Wang, Pan Li",https://github.com/Graph-COM/Meta_CO,,,
Maximum Independent Set,Graph-based Deterministic Policy Gradient for Repetitive Combinatorial Optimization Problems,ICLR,2023,paper,https://openreview.net/forum?id=yHIIM9BgOo,"Zhongyuan Zhao, Ananthram Swami, Santiago Segarra",https://github.com/XzrTGMu/twin-nphard,,,
Maximum Independent Set;Boolean Satisfiability,Optimistic tree search strategies for black-box combinatorial optimization,NeurlPS,2022,paper,https://openreview.net/forum?id=JGLW4DvX11F,"Cedric Malherbe, Antoine Grosnit, Rasul Tutunov, Haitham Bou Ammar, Jun Wang",,,,
Maximum Independent Set;Maximal Cut;Boolean Satisfiability,Let the Flows Tell: Solving Graph Combinatorial Optimization Problems with GFlowNets,NeurlPS,2023,paper,https://arxiv.org/abs/2305.17010,"Dinghuai Zhang, Hanjun Dai, Nikolay Malkin, Aaron Courville, Yoshua Bengio, Ling Pan",https://github.com/zdhNarsil/GFlowNet-CombOpt,,,
Maximum Independent Set;Maximal Cut;Max Clique,Variational Annealing on Graphs for Combinatorial Optimization,NeurlPS,2023,paper,https://openreview.net/forum?id=SLx7paoaTU,"Sebastian Sanokowski, Wilhelm Franz Berghammer, Sepp Hochreiter, Sebastian Lehner",https://github.com/ml-jku/VAG-CO,,,
Maximum Independent Set,Maximum Independent Set: Self-Training through Dynamic Programming,NeurlPS,2023,paper,https://openreview.net/forum?id=igE3Zbxvws,"Lorenzo Brusca, Lars CPM Quaedvlieg, Stratis Skoulakis, Grigorios G Chrysos, Volkan Cevher",https://github.com/LIONS-EPFL/dynamic-MIS,,,
Maximum Independent Set;Maximal Cut,Controlling Continuous Relaxation for Combinatorial Optimization,NeurlPS,2024,paper,https://openreview.net/pdf?id=ykACV1IhjD,Yuma Ichikawa,,,,
Maximal Cut,Exploratory Combinatorial Optimization with Reinforcement Learning.,AAAI,2020,paper,https://ojs.aaai.org/index.php/AAAI/article/view/5723,"Thomas LBarrett, William Clements, Jakob Foerster, Alex Lvovsky",,,,
Maximal Cut,Erdos Goes Neural: an Unsupervised Learning Framework for Combinatorial Optimization on Graphs.,NeurIPS,2020,paper,https://static.aminer.cn/upload/pdf/575/1127/1864/5eede0b791e0116a23aafe7b_1.pdf,"Nikolaos Karalias, Andreas Loukas",,,,
Maximal Cut,Learning to Solve Combinatorial Graph Partitioning Problems via Efficient Exploration,Arxiv,2022,paper,https://arxiv.org/abs/2205.14105,"Thomas D Barrett, Christopher WF Parsonson, Alexandre Laterre",https://github.com/tomdbar/ecord,,,
Boolean Satisfiability;Maximum Independent Set;Maximal Cut,Distributed Constrained Combinatorial Optimization leveraging Hypergraph Neural Networks,Nature Machine Intelligence,2024,paper,https://arxiv.org/abs/2311.09375,"Nasimeh Heydaribeni, Xinrui Zhan, Ruisi Zhang, Tina Eliassi-Rad, Farinaz Koushanfar",https://github.com/nasheydari/HypOp,,,
Maximum Independent Set;Maximal Cut;Max Clique,DISCS: A Benchmark for Discrete Sampling,NeurlPS,2023,paper,https://openreview.net/forum?id=oi1MUMk5NF,"Katayoon Goshvadi, Haoran Sun, Xingchao Liu, Azade Nova, Ruqi Zhang, Will Sussman Grathwohl, Dale Schuurmans, Hanjun Dai",https://github.com/google-research/discs,,,
Maximum Independent Set;Boolean Satisfiability,Efficient Combinatorial Optimization via Heat Diffusion,NeurlPS,2024,paper,https://openreview.net/pdf?id=psDrko9v1D,"Hengyuan Ma, Wenlian Lu, Jianfeng Feng",,,,
Maximum Independent Set;Maximal Cut;Max Clique; Maximal Cut,Scalable Discrete Diffusion Samplers: Combinatorial Optimization and Statistical Physics,ICLR,2025,paper,https://openreview.net/pdf?id=peNgxpbdxB,"Sebastian Sanokowski, Wilhelm Franz Berghammer, Haoyu Peter Wang, Martin Ennemoser, Sepp Hochreiter, Sebastian Lehner",,,,
Maximal Cut; Maximum Independent Set,Learning to Explore and Exploit with GNNs for Unsupervised Combinatorial Optimization,ICLR,2025,paper,https://openreview.net/forum?id=vaJ4FObpXN,"Utku Umur Acikalin, Aaron M. Ferber, Carla P. Gomes",https://github.com/utkuumur/X2GNN,,,
Mixed Integer Programming,Sequential model-based optimization for general algorithm configuration,International conference on learning and intelligent optimization,2011,journal,https://link.springer.com/chapter/10.1007/978-3-642-25566-3_40,"Frank Hutter, Holger H Hoos, Kevin Leyton-Brown",,,,
Mixed Integer Programming,Non-model-based Search Guidance for Set Partitioning Problems,AAAI,2012,paper,https://www.aaai.org/ocs/index.php/AAAI/AAAI12/paper/view/5082,"Serdar Kadioglu, Yuri Malitsky, Meinolf Sellmann",,,,
Mixed Integer Programming,A Aupervised Machine Learning Approach to Variable Branching in Branch-and-bound,Citeseer,2014,journal,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=f35ba2bbc87dd31ae0a89d3ed9538fec9d15b4f0,"Alejandro Marcos Alvarez, Quentin Louveaux, Louis Wehenkel",,,,
Mixed Integer Programming,Learningto Branch in Mixed Integer Programming,AAAI,2016,paper,https://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/download/12514/11657,"E. B. Khalil, P. L. Bodic, L. Song, G. Nemhauser, B. Dilkina",,,,
Mixed Integer Programming,Dash: Dynamic Approach for Switching Heuristics,European Journal of Operational Research,2016,journal,https://www.sciencedirect.com/science/article/pii/S0377221715007559,"Giovanni Di Liberto, Serdar Kadioglu, Kevin Leo, Yuri Malitsky",,,,
Mixed Integer Programming,Learning When to Use a Decomposition,International conference on AI and OR techniques in constraint programming for combinatorial optimization problems,2017,journal,https://link.springer.com/chapter/10.1007/978-3-319-59776-8_16,"Markus Kruber, L{\u}bbecke Marco E, Parmentier Axel",,,,
Mixed Integer Programming,Learning to Run Heuristics in Tree Search,IJCAI,2017,paper,https://www.ijcai.org/proceedings/2017/0092.pdf,"Elias B Khalil, Bistra Dilkina, George L Nemhauser, Shabbir Ahmed, Yufen Shao",,,,
Mixed Integer Programming,Improving Learning to Branch via Reinforcement Learning,NeurIPS Workshop,2020,paper,https://openreview.net/forum?id=z4D7-PTxTb,"Haoran Sun, Wenbo Chen, Hui Li, Le Song",,,,
Mixed Integer Programming,Reinforcement learning for variable selection in a branch and bound algorithm,International Conference on Integration of Constraint Programming,2020,journal,https://link.springer.com/chapter/10.1007/978-3-030-58942-4_12,"Marc Etheve, Zacharie Al{\`e}s, C{\^o}me Bissuel, Olivier Juan, Safia Kedad-Sidhoum",,,,
Mixed Integer Programming,Random sampling and machine learning to understand good decompositions,Annals of Operations Research,2020,journal,https://link.springer.com/article/10.1007/s10479-018-3067-9,"Saverio Basso, Alberto Ceselli, Andrea Tettamanzi",,,,
Mixed Integer Programming,CombOptNet: Fit the Right NP-Hard Problem by Learning Integer Programming Constraints,Arxiv,2021,paper,https://openreview.net/forum?id=z4D7-PTxTb,"Anselm Paulus, Michal Rolinek, Vit Musil, Brandon Amos, Georg Martius",https://github.com/martius-lab/CombOptNet,,,
Mixed Integer Programming,Reinforcement Learning for (Mixed) Integer Programming: Smart Feasibility Pump,ICML Workshop,2021,paper,https://arxiv.org/abs/2102.09663,"Meng Qi, Mengxin Wang, Zuo-Jun Shen",,,,
Mixed Integer Programming,Exact Combinatorial Optimization with Graph Convolutional Neural Networks,NeurlPS,2019,paper,https://arxiv.org/abs/1906.01629,"Maxime Gasse, Didier Chetelat, Nicola Ferroni, Laurent Charlin, Andrea Lodi",https://github.com/ds4dm/learn2branch,,,
Mixed Integer Programming,Hybrid Models for Learning to Branch,NeurlPS,2020,paper,https://arxiv.org/abs/2006.15212,"Prateek Gupta, Maxime Gasse, Elias B Khalil, M Pawan Kumar, Andrea Lodi, Yoshua Bengio",https://github.com/pg2455/Hybrid-learn2branch,,,
Mixed Integer Programming,Parameterizing Branch-and-Bound Search Trees to Learn Branching Policies,AAAI,2021,paper,https://www.aaai.org/AAAI21Papers/AAAI-9826.ZarpellonG.pdf,"Giulia Zarpellon, Jason Jo, Andrea Lodi, Yoshua Bengio",https://github.com/ds4dm/branch-search-trees,,,
Mixed Integer Programming,Learning to Select Cuts for Efficient Mixed-Integer Programming,Arxiv,2021,journal,https://arxiv.org/abs/2105.13645,"Zeren Huang, Kerong Wang, Furui Liu, Hui-ling Zhen, Weinan Zhang, Mingxuan Yuan, Jianye Hao, Yong Yu, Jun Wang",,,,
Mixed Integer Programming,Reinforcement Learning for Integer Programming: Learning to Cut,ICML,2020,paper,http://proceedings.mlr.press/v119/tang20a.html,"Yunhao Tang, Shipra Agrawal, Yuri Faenza",,,,
Mixed Integer Programming,Solving Mixed Integer Programs Using Neural Networks,Arxiv,2020,paper,https://arxiv.org/abs/2012.13349,"Vinod Nair, Sergey Bartunov, Felix Gimeno, Ingrid von Glehn, Pawel Lichocki, Ivan Lobov, Brendan O'Donoghue, Nicolas Sonnerat, Christian Tjandraatmadja, Pengming Wang, others",,,,
Mixed Integer Programming,Learning to Search in Branch-and-Bound Algorithms,NeurlPS,2014,paper,http://papers.nips.cc/paper/5495-learning-to-search-in-branch-and-bound-algorithms,"He He, Hal Daume III, Jason M Eisner",,,,
Mixed Integer Programming,Learning Efficient Search Approximation in Mixed Integer Branch and Bound,Arxiv,2020,paper,https://arxiv.org/abs/2007.03948,"Kaan Yilmaz, Neil Yorke-Smith",,,,
Mixed Integer Programming,Learning a Large Neighborhood Search Algorithm for Mixed Integer Programs,Arxiv,2020,paper,https://arxiv.org/abs/2107.10201,"Nicolas Sonnerat, Pengming Wang, Ira Ktena, Sergey Bartunov, Vinod Nair",,,,
Mixed Integer Programming,A General Large Neighborhood Search Framework for Solving Integer Linear Programs,NeurlPS,2020,paper,https://arxiv.org/abs/2004.00422,"Jialin Song, Ravi Lanka, Yisong Yue, Bistra Dilkina",,,,
Mixed Integer Programming,Neural Large Neighborhood Search,NeurlPS Workshop,2020,paper,https://openreview.net/forum?id=xEQhKANoVW,"Vinod Nair, Mohammad Alizadeh, others",,,,
Mixed Integer Programming,Accelerating Primal Solution Findings for Mixed Integer Programs Based on Solution Prediction,AAAI,2020,paper,https://arxiv.org/abs/1906.09575,"Jian-Ya, Chao Zhang, Lei Shen, Shengyin Li, Bing Wang, Yinghui Xu Ding, Le Song",,,,
Mixed Integer Programming,Confidence Threshold Neural Diving,NeurIPS ML4CO Competition Workshop,2021,paper,https://arxiv.org/abs/2202.07506,Taehyun Yoon,,,,
Mixed Integer Programming,Learning large neighborhood search policy for integer programming,NeurlPS,2021,paper,https://proceedings.neurips.cc/paper/2021/hash/fc9e62695def29ccdb9eb3fed5b4c8c8-Abstract.html,"Yaoxin Wu, Wen Song, Zhiguang Cao, Jie Zhang",,,,
Mixed Integer Programming,Generative Deep Learning for Decision Making in Gas Networks,Arxiv,2021,paper,https://arxiv.org/abs/2102.02125,"Lovis Anderson, Mark Turner, Thorsten Koch",,,,
Mixed Integer Programming,Offline Constraint Screening for Online Mixed-integer Optimization,Arxiv,2021,paper,https://arxiv.org/abs/2103.13074,"Asunción Jiménez-Cordero, Juan Miguel Morales, Salvador Pineda",,,,
Mixed Integer Programming,Mixed Integer Programming versus Evolutionary Computation for Optimizing a Hard Real-World Staff Assignment Problem,ICAPS,2021,paper,https://ojs.aaai.org/index.php/ICAPS/article/view/3521,"Jannik Peters, Daniel Stephan, Isabel Amon, Hans Gawendowicz, Julius Lischeid, Lennart Salabarria, Jonas Umland, Felix Werner, Martin S Krejca, Ralf Rothenberger, others",,,,
Mixed Integer Programming,Learning To Scale Mixed-Integer Programs,AAAI,2021,paper,https://www.aaai.org/AAAI21Papers/AAAI-7940.BertholdT.pdf,"Timo Berthold, Gregor Hendel",,,,
Mixed Integer Programming,Learning Pseudo-Backdoors for Mixed Integer Programs,AAAI,2021,paper,https://arxiv.org/pdf/2106.05080.pdf,"Aaron Ferber, Jialin Song, Bistra Dilkina, Yisong Yue",,,,
Mixed Integer Programming,Confidence Threshold Neural Diving,NeurIPS ML4CO Competition Workshop,2021,paper,https://arxiv.org/abs/2202.07506,Taehyun Yoon,,,,
Mixed Integer Programming,Learning Primal Heuristics for Mixed Integer Programs,IJCNN,2021,paper,https://arxiv.org/pdf/2107.00866.pdf,"Yunzhuang Shen, Yuan Sun, Andrew Eberhard, Xiaodong Li",,,,
Mixed Integer Programming,Learning to Solve Large-scale Security-constrained Unit Commitment Problems,INFORMS Journal on Computing,2021,journal,https://pubsonline.informs.org/doi/abs/10.1287/ijoc.2020.0976,"{\'A}linson S Xavier, Feng Qiu, Shabbir Ahmed",,,,
Mixed Integer Programming,Learning to Branch with Tree MDPs,Arxiv,2022,paper,https://arxiv.org/abs/2205.11107,"Lara, F. Chen, Didier Ch'etelat, Maxime Gasse, Andrea Lodi, N. Yorke-Smith Scavuzzo, Karen Aardal.",https://github.com/lascavana/rl2branch,,,
Mixed Integer Programming,A Deep Reinforcement Learning Framework For Column Generation,Arxiv,2022,paper,https://arxiv.org/abs/2206.02568,"Cheng, Amine Mohamed Aboussalah, Elias Boutros Khalil, Juyoung Wang Chi, Zoha Sherkat-Masoumi.",,,,
Mixed Integer Programming,Ranking Constraint Relaxations for Mixed Integer Programs Using a Machine Learning Approach,Arxiv,2022,journal,https://arxiv.org/abs/2207.00219,"Jake Weiner, Xiaodong Li Andreas T. Ernst, Yuan Sun.",,,,
Mixed Integer Programming,Learning to Accelerate Approximate Methods for Solving Integer Programming via Early Fixing,Arxiv,2022,journal,https://arxiv.org/abs/2207.02087,"Longkang Li, Baoyuan Wu.",https://github.com/SCLBD/Accelerated-Lpbox-ADMM,,,
Mixed Integer Programming,Learning to Cut by Looking Ahead: Cutting Plane Selection via Imitation Learning,ICML,2022,paper,https://proceedings.mlr.press/v162/paulus22a.html,"Max B., Giulia Zarpellon, Andreas Krause, Laurent Charlin Paulus, Chris J. Maddison.",,,,
Mixed Integer Programming,Lookback for Learning to Branch,Arxiv,2022,journal,https://arxiv.org/abs/2206.14987,"Prateek, Elias Boutros Khalil, Didier Chet'elat, Maxime Gasse, Yoshua Bengio, Andrea Lodi Gupta, M. Pawan Kumar.",,,,
Mixed Integer Programming,Learning to Search in Local Branching,AAAI,2022,paper,https://ojs.aaai.org/index.php/AAAI/article/view/20294,"Defeng Liu, Matteo Fischetti, Andrea Lodi",https://github.com/pandat8/ML4LB,,,
Mixed Integer Programming,Deep Reinforcement Learning for Exact Combinatorial Optimization: Learning to Branch,Arxiv,2022,paper,https://arxiv.org/abs/2206.06965,"Tianyu Zhang, Amin Banitalebi-Dehkordi, Yong Zhang",,,,
Mixed Integer Programming,Learning to Branch with Tree-aware Branching Transformers,Knowledge-Based Systems,2022,journal,https://www.sciencedirect.com/science/article/pii/S0950705122007298?via%3Dihub,"Jiacheng Lin, Jialin Zhu, Huangang Wang, Tao Zhang",https://github.com/linjc16/TBranT,,,
Mixed Integer Programming,An Improved Reinforcement Learning Algorithm for Learning to Branch,Arxiv,2022,paper,https://arxiv.org/abs/2201.06213,"Qingyu Qu, Xijun Li, Yunfan Zhou, Jia Zeng, Mingxuan Yuan, Jie Wang, Jinhu Lv, Kexin Liu, Kun Mao",,,,
Mixed Integer Programming,Learning to Use Local Cuts,Arxiv,2022,paper,https://arxiv.org/abs/2206.11618,"Timo Berthold, Matteo Francobaldi, Gregor Hendel",,,,
Mixed Integer Programming,DOGE-Train: Discrete Optimization on GPU with End-to-end Training,Arxiv,2022,paper,https://arxiv.org/abs/2205.11638,"Ahmed Abbas, Paul Swoboda",,,,
Mixed Integer Programming,Structural Analysis of Branch-and-Cut and the Learnability of Gomory Mixed Integer Cuts,NeurIPS,2022,paper,https://openreview.net/forum?id=e2gRdexoTZf,"Maria-Florina Balcan, Siddharth Prasad, Tuomas Sandholm, Ellen Vitercik",,,,
Mixed Integer Programming,A GNN-Guided Predict-and-Search Framework for Mixed-Integer Linear Programming,ICLR,2023,paper,https://openreview.net/forum?id=pHMpgT5xWaE,"Qingyu Han, Linxin Yang, Qian Chen, Xiang Zhou, Dong Zhang, Akang Wang, Ruoyu Sun, Xiaodong Luo",https://github.com/sribdcn/Predict-and-Search_MILP_method,,,
Mixed Integer Programming,Learning Cut Selection for Mixed-Integer Linear Programming via Hierarchical Sequence Model,ICLR,2023,paper,https://openreview.net/forum?id=Zob4P9bRNcK,"Zhihai Wang, Xijun Li, Jie Wang, Yufei Kuang, Mingxuan Yuan, Jia Zeng, Yongdong Zhang, Feng Wu",https://github.com/MIRALab-USTC/L2O-HEM-Torch,,,
Mixed Integer Programming,On Representing Mixed-Integer Linear Programs by Graph Neural Networks,ICLR,2023,paper,https://openreview.net/forum?id=4gc3MGZra1d,"Ziang Chen, Jialin Liu, Xinshang Wang, Wotao Yin",https://github.com/liujl11git/GNN-MILP,,,
Mixed Integer Programming,Learning Cut Selection for Mixed-Integer Linear Programming via Hierarchical Sequence Model,ICLR,2023,paper,https://openreview.net/forum?id=Zob4P9bRNcK,"Zhihai Wang, Xijun Li, Jie Wang, Yufei Kuang, Mingxuan Yuan, Jia Zeng, Yongdong Zhang, Feng Wu",https://github.com/MIRALab-USTC/L2O-HEM-Torch,,,
Mixed Integer Programming,GNN-GBDT-Guided Fast Optimizing Framework for Large-scale Integer Programming,ICML,2023,paper,https://proceedings.mlr.press/v202/ye23e.html,"Huigen Ye, Hua Xu, Hongyan Wang, Chengming Wang, Yu Jiang",https://github.com/thuiar/GNN-GBDT-Guided-Fast-Optimizing-Framework,,,
Mixed Integer Programming,Searching Large Neighborhoods for Integer Linear Programs with Contrastive Learning,ICML,2023,paper,https://proceedings.mlr.press/v202/huang23g.html,"Taoan Huang, Aaron M Ferber, Yuandong Tian, Bistra Dilkina, Benoit Steiner",https://github.com/facebookresearch/CL-LNS,,,
Mixed Integer Programming,GNN&GBDT-Guided Fast Optimizing Framework for Large-scale Integer Programming,ICML,2023,paper,https://icml.cc/virtual/2023/poster/24107,"Huigen, Hua-Hui Xu, Hongyan Wang, Cheng . Wang Ye, YueYen Jiang.",,,,
Mixed Integer Programming,Learning to Configure Separators in Branch-and-Cut,NeurIPS,2023,paper,https://openreview.net/forum?id=gf5xJVQS5p,"Sirui Li, Wenbin Ouyang, Max B Paulus, Cathy Wu",,,,
Mixed Integer Programming,Learning to Dive in Branch and Bound,NeurIPS,2023,paper,https://openreview.net/forum?id=iPTF2hON1C,"Max B Paulus, Andreas Krause",,,,
Mixed Integer Programming,A Deep Instance Generative Framework for MILP Solvers Under Limited Data Availability,NeurIPS,2023,paper,https://openreview.net/forum?id=AiEipk1X0c,"Zijie Geng, Xijun Li, Jie Wang, Xiao Li, Yongdong Zhang, Feng Wu",https://miralab-ustc.github.io/L2O-G2MILP,,,
Mixed Integer Programming,Scalable Primal Heuristics Using Graph Neural Networks for Combinatorial Optimization,JAIR,2024,journal,https://www.jair.org/index.php/jair/article/view/14972,"Furkan Canturk, Taha Varol, Reyhan Aydogan, Okan O Ozener",https://github.com/furkancanturk/gnn4co,,,
Causal Discovery,DAGs with NO TEARS: Continuous Optimization for Structure Learning.,NeurIPS,2018,paper,https://arxiv.org/pdf/1803.01422.pdf,"Xun Zheng, Bryon Aragam, Pradeep Ravikumar, Eric Xing",,,,
Causal Discovery,Causal Discovery with Reinforcement Learning.,ICLR,2020,paper,https://arxiv.org/abs/1906.04477,"Shengyu Zhu, Ignavier Ng, Zhitang Chen",,,,
Causal Discovery,Large-Scale Differentiable Causal Discovery of Factor Graphs,NeurIPS,2022,paper,https://openreview.net/forum?id=k713e8vXzwR,"Romain Lopez, Jan-Christian H{\""u}tter, Jonathan K Pritchard, Aviv Regev",https://github.com/Genentech/dcdfg,,,
Causal Discovery,Boosting Causal Discovery via Adaptive Sample Reweighting,ICLR,2023,paper,https://openreview.net/forum?id=LNpMtk15AS4,"An Zhang, Fangfu Liu, Wenchang Ma, Zhibo Cai, Xiang Wang, Tat-seng Chua",https://github.com/anzhang314/ReScore,,,
Causal Discovery,CUTS: Neural Causal Discovery from Irregular Time-Series Data,ICLR,2023,paper,https://openreview.net/forum?id=UG8bQcD3Emv,"Yuxiao Cheng, Runzhao Yang, Tingxiong Xiao, Zongren Li, Jinli Suo, Kunlun He, Qionghai Dai",https://github.com/jarrycyx/unn,,,
Causal Discovery,Diffusion Models for Causal Discovery via Topological Ordering,ICLR,2023,paper,https://openreview.net/forum?id=Idusfje4-Wq,"Pedro Sanchez, Xiao Liu, Alison Q O'Neil, Sotirios A Tsaftaris",https://github.com/vios-s/DiffAN,,,
Causal Discovery,Nonlinear Causal Discovery with Latent Confounders,ICML,2023,paper,https://icml.cc/virtual/2023/poster/23789,"David Kaltenpoth, Jilles Vreeken",https://github.com/chunlinli/defuse,,,
Causal Discovery,BayesDAG: Gradient-Based Posterior Inference for Causal Discovery,NeurIPS,2023,paper,https://openreview.net/forum?id=woptnU6fh1,"Yashas Annadani, Nick Pawlowski, Joel Jennings, Stefan Bauer, Cheng Zhang, Wenbo Gong",,,,
Causal Discovery,Sample Complexity Bounds for Score-Matching: Causal Discovery and Generative Modeling,NeurIPS,2023,paper,https://openreview.net/forum?id=uNnPWR66b8,"Zhenyu Zhu, Francesco Locatello, Volkan Cevher",,,,
Game Theoretic Semantics,First-Order Problem Solving through Neural MCTS based Reinforcement Learning.,Arxiv,2021,paper,https://arxiv.org/abs/2101.04167,"Ruiyang Xu, Prashank Kadam, Karl Lieberherr",,,,
Boolean Satisfiability,Graph neural networks and boolean satisfiability.,Arxiv,2017,paper,https://arxiv.org/pdf/1702.03592,"Benedikt Bünz, Matthew Lamm.",,,,
Boolean Satisfiability,Learning a SAT solver from single-bit supervision.,Arxiv,2018,paper,https://arxiv.org/pdf/1903.04671,"Daniel Selsam, Benedikt Bünz Matthew Lamm, Leonardo de Moura Percy Liang, David L. Dill.",https://github.com/dselsam/neurosat,,,
Boolean Satisfiability,Machine learning-based restart policy for CDCL SAT solvers.,SAT,2018,paper,http://www.t-news.cn/Floc2018/FLoC2018-pages/proceedings_paper_477.pdf,"Jia Hui Liang, Minu Mathew Chanseok Oh, Chunxiao Li Ciza Thomas, Vijay Ganesh.",,,,
Boolean Satisfiability,Learning to solve circuit-SAT: An unsupervised differentiable approach.,ICLR,2019,paper,https://openreview.net/pdf?id=BJxgz2R9t7,"Saeed, Sergiy Matusevych Amizadeh, Markus Weimer.",https://github.com/johannaSommer/generalization-neural-co-solvers,,,
Boolean Satisfiability,Learning Local Search Heuristics for Boolean Satisfiability.,NeurIPS,2019,paper,https://www.cs.cmu.edu/~eyolcu/papers/learning-local-search-heuristics-sat.pdf,"Emre Yolcu, Barnabas Poczos",https://github.com/emreyolcu/sat,,,
Boolean Satisfiability,Improving SAT solver heuristics with graph networks and reinforcement learning.,Arxiv,2019,paper,https://arxiv.org/pdf/1909.11830,"Vitaly Kurin, Shimon Whiteson Saad Godil, Bryan Catanzaro.",,,,
Boolean Satisfiability,Graph neural reasoning may fail in certifying boolean unsatisfiability.,Arxiv,2019,paper,https://arxiv.org/pdf/1909.11588,"Ziliang Chen, Zhanfu Yang.",,,,
Boolean Satisfiability,Guiding high-performance SAT solvers with unsat-core predictions.,SAT,2019,paper,https://arxiv.org/pdf/1903.04671,"Daniel Selsam, Nikolaj Bjørner.",,,,
Boolean Satisfiability,G2SAT: Learning to Generate SAT Formulas.,NeurIPS,2019,paper,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138247/,"Jiaxuan, Haoze Wu, Clark Barrett, Raghuram Ramanujan You, Jure Leskovec.",https://github.com/JiaxuanYou/G2SAT,,,
Boolean Satisfiability,Learning Heuristics for Quantified Boolean Formulas through Reinforcement Learning.,Arxiv,2019,paper,https://arxiv.org/pdf/1807.08058,"Gil Lederman, Edward A. Lee Markus N. Rabe, Sanjit A. Seshia.",https://github.com/lederg/learningqbf,,,
Boolean Satisfiability,Enhancing SAT solvers with glue variable predictions.,Arxiv,2020,paper,https://arxiv.org/pdf/2007.02559,Jesse Michael. Han,,,,
